model,batch_size,pred_fixed,pred_F1
claude-sonnet-4-20250514,1.0,4.445800043236479,0.9884082254871577
claude-sonnet-4-20250514,12.55,4.321644758322361,0.986895969238699
claude-sonnet-4-20250514,24.1,4.197489473408242,0.9851893811347078
claude-sonnet-4-20250514,35.650000000000006,4.073334188494125,0.9832643065159984
claude-sonnet-4-20250514,47.2,3.9491789035800084,0.9810938137718436
claude-sonnet-4-20250514,58.75,3.8250236186658912,0.9786479373837924
claude-sonnet-4-20250514,70.30000000000001,3.700868333751773,0.975893414974911
claude-sonnet-4-20250514,81.85000000000001,3.576713048837656,0.9727934241668568
claude-sonnet-4-20250514,93.4,3.4525577639235387,0.9693073271488554
claude-sonnet-4-20250514,104.95,3.328402479009421,0.9653904334159101
claude-sonnet-4-20250514,116.5,3.204247194095304,0.9609937941753344
claude-sonnet-4-20250514,128.05,3.0800919091811862,0.9560640454647441
claude-sonnet-4-20250514,139.60000000000002,2.955936624267069,0.95054332104624
claude-sonnet-4-20250514,151.15,2.831781339352952,0.9443692605575227
claude-sonnet-4-20250514,162.70000000000002,2.7076260544388338,0.9374751430442552
claude-sonnet-4-20250514,174.25,2.583470769524717,0.9297901805890624
claude-sonnet-4-20250514,185.8,2.4593154846105993,0.9212400108656591
claude-sonnet-4-20250514,197.35000000000002,2.335160199696482,0.9117474304803069
claude-sonnet-4-20250514,208.9,2.211004914782365,0.9012334121176281
claude-sonnet-4-20250514,220.45000000000002,2.086849629868247,0.8896184467830968
claude-sonnet-4-20250514,232.0,1.9626943449541294,0.8768242466585585
gemini-2.5-flash,1.0,4.563651474678757,0.989683610624263
gemini-2.5-flash,12.55,4.450775126151149,0.9884650887407133
gemini-2.5-flash,24.1,4.337898777623543,0.9871045163023087
gemini-2.5-flash,35.650000000000006,4.225022429095937,0.985585801075326
gemini-2.5-flash,47.2,4.11214608056833,0.9838911439766279
gemini-2.5-flash,58.75,3.999269732040723,0.9820008869881965
gemini-2.5-flash,70.30000000000001,3.8863933835131177,0.9798933549338661
gemini-2.5-flash,81.85000000000001,3.773517034985511,0.9775446930146267
gemini-2.5-flash,93.4,3.660640686457904,0.9749287027368893
gemini-2.5-flash,104.95,3.5477643379302974,0.9720166797689205
gemini-2.5-flash,116.5,3.434887989402691,0.9687772583444159
gemini-2.5-flash,128.05,3.3220116408750844,0.9651762681161312
gemini-2.5-flash,139.60000000000002,3.2091352923474776,0.9611766108581065
gemini-2.5-flash,151.15,3.096258943819871,0.9567381661240154
gemini-2.5-flash,162.70000000000002,2.983382595292264,0.9518177368781049
gemini-2.5-flash,174.25,2.870506246764658,0.9463690481887326
gemini-2.5-flash,185.8,2.757629898237051,0.9403428142472013
gemini-2.5-flash,197.35000000000002,2.6447535497094443,0.9336868911412002
gemini-2.5-flash,208.9,2.5318772011818385,0.9263465348174761
gemini-2.5-flash,220.45000000000002,2.4190008526542317,0.9182647852969349
gemini-2.5-flash,232.0,2.3061245041266254,0.9093829991735408
ollama_deepseek-r1:14b,1.0,0.7664239558928584,0.6827468163977477
ollama_deepseek-r1:14b,12.55,0.00030725222665883845,0.5000768130560604
ollama_deepseek-r1:14b,24.1,-0.7658094514395407,0.31738630242461674
ollama_deepseek-r1:14b,35.650000000000006,-1.5319261551057402,0.17771204108102853
ollama_deepseek-r1:14b,47.2,-2.2980428587719395,0.09128518036493179
ollama_deepseek-r1:14b,58.75,-3.064159562438139,0.04461008619903448
ollama_deepseek-r1:14b,70.30000000000001,-3.8302762661043395,0.02124257801124128
ollama_deepseek-r1:14b,81.85000000000001,-4.596392969770538,0.00998740397506632
ollama_deepseek-r1:14b,93.4,-5.362509673436738,0.004667237906892337
ollama_deepseek-r1:14b,104.95,-6.128626377102937,0.0021748326104921393
ollama_deepseek-r1:14b,116.5,-6.894743080769136,0.0010120718980285244
ollama_deepseek-r1:14b,128.05,-7.660859784435336,0.0004706807175102037
ollama_deepseek-r1:14b,139.60000000000002,-8.426976488101536,0.00021883438514845447
ollama_deepseek-r1:14b,151.15,-9.193093191767735,0.00010172932725042745
ollama_deepseek-r1:14b,162.70000000000002,-9.959209895433935,4.728784915345998e-05
ollama_deepseek-r1:14b,174.25,-10.725326599100134,2.1980638066879446e-05
ollama_deepseek-r1:14b,185.8,-11.491443302766333,1.0217041261388761e-05
ollama_deepseek-r1:14b,197.35000000000002,-12.257560006432533,4.74905571985834e-06
ollama_deepseek-r1:14b,208.9,-13.023676710098732,2.2074359545796467e-06
ollama_deepseek-r1:14b,220.45000000000002,-13.789793413764933,1.0260496302573553e-06
ollama_deepseek-r1:14b,232.0,-14.555910117431132,4.76923090763589e-07
ollama_deepseek-r1:70b,1.0,2.627861608158441,0.9326333218857107
ollama_deepseek-r1:70b,12.55,1.6391510122575415,0.8374193824093853
ollama_deepseek-r1:70b,24.1,0.6504404163566414,0.6571097026289007
ollama_deepseek-r1:70b,35.650000000000006,-0.33827017954425814,0.41622973223361587
ollama_deepseek-r1:70b,47.2,-1.326980775445158,0.20965921890372188
ollama_deepseek-r1:70b,58.75,-2.315691371346057,0.08983171933033637
ollama_deepseek-r1:70b,70.30000000000001,-3.304401967246958,0.035420484258275015
ollama_deepseek-r1:70b,81.85000000000001,-4.293112563147857,0.013478190625774393
ollama_deepseek-r1:70b,93.4,-5.2818231590487565,0.005057447152192583
ollama_deepseek-r1:70b,104.95,-6.270533754949656,0.001887648909102526
ollama_deepseek-r1:70b,116.5,-7.259244350850555,0.0007031447789170968
ollama_deepseek-r1:70b,128.05,-8.247954946751454,0.0002617248738165591
ollama_deepseek-r1:70b,139.60000000000002,-9.236665542652359,9.739234539861403e-05
ollama_deepseek-r1:70b,151.15,-10.225376138553257,3.6237633603308124e-05
ollama_deepseek-r1:70b,162.70000000000002,-11.214086734454154,1.3482739888842475e-05
ollama_deepseek-r1:70b,174.25,-12.202797330355052,5.016378260226727e-06
ollama_deepseek-r1:70b,185.8,-13.191507926255957,1.8663800736760588e-06
ollama_deepseek-r1:70b,197.35000000000002,-14.180218522156855,6.943989285723513e-07
ollama_deepseek-r1:70b,208.9,-15.168929118057749,2.5835547857650746e-07
ollama_deepseek-r1:70b,220.45000000000002,-16.157639713958655,9.612275060896145e-08
ollama_deepseek-r1:70b,232.0,-17.146350309859553,3.5763059077657466e-08
ollama_gemma3n:latest,1.0,-1.0029767342732656,0.26835656258751384
ollama_gemma3n:latest,12.55,-1.2252215809581533,0.22701885493796675
ollama_gemma3n:latest,24.1,-1.447466427643042,0.19039179153670086
ollama_gemma3n:latest,35.650000000000006,-1.6697112743279297,0.1584626772684128
ollama_gemma3n:latest,47.2,-1.891956121012818,0.13102159461260493
ollama_gemma3n:latest,58.75,-2.114200967697706,0.1077242050712608
ollama_gemma3n:latest,70.30000000000001,-2.336445814382594,0.08814917849494727
ollama_gemma3n:latest,81.85000000000001,-2.5586906610674824,0.07184480414822861
ollama_gemma3n:latest,93.4,-2.78093550775237,0.058363121720201
ollama_gemma3n:latest,104.95,-3.0031803544372586,0.04728240201292708
ollama_gemma3n:latest,116.5,-3.2254252011221465,0.03822005860709262
ollama_gemma3n:latest,128.05,-3.447670047807035,0.03083841952753778
ollama_gemma3n:latest,139.60000000000002,-3.6699148944919227,0.024845606019565116
ollama_gemma3n:latest,151.15,-3.89215974117681,0.01999334799979484
ollama_gemma3n:latest,162.70000000000002,-4.114404587861699,0.016073099219250774
ollama_gemma3n:latest,174.25,-4.336649434546587,0.012911396505179097
ollama_gemma3n:latest,185.8,-4.558894281231475,0.010365073456324371
ollama_gemma3n:latest,197.35000000000002,-4.781139127916362,0.008316692847960737
ollama_gemma3n:latest,208.9,-5.003383974601251,0.006670391583046748
ollama_gemma3n:latest,220.45000000000002,-5.22562882128614,0.005348220476117781
ollama_gemma3n:latest,232.0,-5.447873667971027,0.004286992350053521
ollama_gpt-oss:120b,1.0,1.746086620796029,0.8514585303396869
ollama_gpt-oss:120b,12.55,1.4238269366131782,0.8059376583830803
ollama_gpt-oss:120b,24.1,1.1015672524303273,0.7505536463013652
ollama_gpt-oss:120b,35.650000000000006,0.7793075682474764,0.6855308598584067
ollama_gpt-oss:120b,47.2,0.45704788406462576,0.6123136189636978
ollama_gpt-oss:120b,58.75,0.13478819988177496,0.5336461255499811
ollama_gpt-oss:120b,70.30000000000001,-0.187471484301076,0.453268914658278
ollama_gpt-oss:120b,81.85000000000001,-0.5097311684839269,0.37525654802866837
ollama_gpt-oss:120b,93.4,-0.8319908526667777,0.3032242794804533
ollama_gpt-oss:120b,104.95,-1.1542505368496287,0.23971356175087447
ollama_gpt-oss:120b,116.5,-1.4765102210324788,0.18595510854234737
ollama_gpt-oss:120b,128.05,-1.79876990521533,0.14200086950571475
ollama_gpt-oss:120b,139.60000000000002,-2.1210295893981814,0.10706959604400124
ollama_gpt-oss:120b,151.15,-2.443289273581031,0.07993067870595055
ollama_gpt-oss:120b,162.70000000000002,-2.7655489577638828,0.05921448677017532
ollama_gpt-oss:120b,174.25,-3.0878086419467317,0.04361294702116431
ollama_gpt-oss:120b,185.8,-3.410068326129584,0.031982282084837846
ollama_gpt-oss:120b,197.35000000000002,-3.7323280103124343,0.023377457964471094
ollama_gpt-oss:120b,208.9,-4.054587694495285,0.01704698955275853
ollama_gpt-oss:120b,220.45000000000002,-4.376847378678136,0.012408990808222038
ollama_gpt-oss:120b,232.0,-4.699107062860986,0.009021277917887573
ollama_gpt-oss:latest,1.0,1.004795970015263,0.7320004779952676
ollama_gpt-oss:latest,12.55,0.3218858583382544,0.5797837813980052
ollama_gpt-oss:latest,24.1,-0.36102425333875393,0.41071164572282615
ollama_gpt-oss:latest,35.650000000000006,-1.0439343650157622,0.26039156921939405
ollama_gpt-oss:latest,47.2,-1.7268444766927704,0.15099165094832728
ollama_gpt-oss:latest,58.75,-2.409754588369779,0.08243187839189071
ollama_gpt-oss:latest,70.30000000000001,-3.092664700046788,0.043410844976130326
ollama_gpt-oss:latest,81.85000000000001,-3.775574811723795,0.022410180952410833
ollama_gpt-oss:latest,93.4,-4.458484923400804,0.011447335494141017
ollama_gpt-oss:latest,104.95,-5.141395035077814,0.005815505788850999
ollama_gpt-oss:latest,116.5,-5.824305146754821,0.0029461511765843766
ollama_gpt-oss:latest,128.05,-6.507215258431828,0.0014904059058402752
ollama_gpt-oss:latest,139.60000000000002,-7.190125370108839,0.0007534265066773128
ollama_gpt-oss:latest,151.15,-7.873035481785846,0.0003807314504855071
ollama_gpt-oss:latest,162.70000000000002,-8.555945593462857,0.00019236076344465467
ollama_gpt-oss:latest,174.25,-9.238855705139862,9.717929445923884e-05
ollama_gpt-oss:latest,185.8,-9.92176581681687,4.9091978361661544e-05
ollama_gpt-oss:latest,197.35000000000002,-10.604675928493881,2.4799161199588187e-05
ollama_gpt-oss:latest,208.9,-11.287586040170888,1.252732164150876e-05
ollama_gpt-oss:latest,220.45000000000002,-11.970496151847895,6.328150908653429e-06
ollama_gpt-oss:latest,232.0,-12.653406263524905,3.1966426839706324e-06
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,1.0,2.40394100245053,0.9171273313948419
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,12.55,2.043214508093538,0.8852601848755383
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,24.1,1.6824880137365463,0.843233704137896
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,35.650000000000006,1.3217615193795544,0.7894746281531132
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,47.2,0.9610350250225622,0.7233289865132325
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,58.75,0.6003085306655705,0.6457268900072204
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,70.30000000000001,0.2395820363085784,0.559610646116526
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,81.85000000000001,-0.12114445804841323,0.46975087107572544
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,93.4,-0.48187095240540523,0.38181042450086017
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,104.95,-0.8425974467623973,0.3009880138568799
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,116.5,-1.2033239411193888,0.23088443370817444
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,128.05,-1.564050435476381,0.173066203966216
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,139.60000000000002,-1.9247769298333735,0.12732982288898603
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,151.15,-2.2855034241903645,0.09233069863950105
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,162.70000000000002,-2.646229918547357,0.0662217569851381
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,174.25,-3.006956412904348,0.04711259323906308
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,185.8,-3.3676829072613406,0.03332086309609566
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,197.35000000000002,-3.728409401618333,0.02346709082548328
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,208.9,-4.089135895975324,0.016477642696405094
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,220.45000000000002,-4.449862390332315,0.011545322783793143
ollama_qwen3:235b-a22b-instruct-2507-q4_K_M,232.0,-4.810588884689307,0.008077289086772037
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,1.0,1.0644445917182421,0.7435389959677053
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,12.55,0.7908841972285728,0.688021153335387
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,24.1,0.5173238027389032,0.6265217692507675
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,35.650000000000006,0.24376340824923406,0.5606408726034379
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,47.2,-0.029796986240435364,0.49255130454853957
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,58.75,-0.3033573807301046,0.4247369494116539
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,70.30000000000001,-0.5769177752197742,0.35964212148865765
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,81.85000000000001,-0.8504781697094433,0.29933256013793363
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,93.4,-1.1240385641991126,0.24526293999076418
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,104.95,-1.3975989586887827,0.19819739689654534
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,116.5,-1.6711593531784519,0.15826966817592716
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,128.05,-1.9447197476681213,0.1251302582837078
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,139.60000000000002,-2.218280142157791,0.09812089483681433
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,151.15,-2.4918405366474596,0.07643217199672629
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,162.70000000000002,-2.7654009311371297,0.059222733595012046
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,174.25,-3.0389613256267975,0.04569644421911069
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,185.8,-3.312521720116468,0.03514410988589661
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,197.35000000000002,-3.5860821146061372,0.0269597059451658
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,208.9,-3.8596425090958064,0.020640522485439593
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,220.45000000000002,-4.133202903585476,0.015778497140948824
ollama_qwen3:30b-a3b-instruct-2507-q4_K_M,232.0,-4.406763298075145,0.012047668444062729
